;num_cli;connexion_mois;source_web;typ_client;montant_credit;anciennete;utilisation_credit;logmt;sitfam;dept;tr_age;revfyr;assurance
26337;26338;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Bourgogne;46-55 ans;2000 a 2999;?
26352;26353;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Celibataire;ile-de-France;36-45 ans;>4000;?
26354;26355;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Pays de Loire;18-25 ans;1000 a 1499;?
26362;26363;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;36-45 ans;1000 a 1499;?
26365;26366;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;ile-de-France;26-35 ans;< 1000;?
26374;26375;>11;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;ile-de-France;46-55 ans;2000 a 2999;?
26386;26387;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Limousin;36-45 ans;1500 a 1999;?
26389;26390;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Pays de Loire;>66;1500 a 1999;?
26398;26399;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Nord-Pas-de-Calais;36-45 ans;>4000;?
26400;26401;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Auvergne;36-45 ans;manquant;?
26427;26428;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Provence-Alpes-Côte-Azur;46-55 ans;>4000;?
26428;26429;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Picardie;18-25 ans;1000 a 1499;?
26431;26432;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;56-65 ans;>4000;?
26486;26487;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Haute-Normandie;26-35 ans;1000 a 1499;?
26489;26490;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Corse;>66;< 1000;?
26491;26492;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Haute-Normandie;26-35 ans;manquant;?
26502;26503;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;ile-de-France;26-35 ans;2000 a 2999;?
26510;26511;>11;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Bourgogne;46-55 ans;manquant;?
26568;26569;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Aquitaine;36-45 ans;< 1000;?
26569;26570;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;NR;Aquitaine;26-35 ans;manquant;?
26582;26583;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Rhône-Alpes;36-45 ans;1000 a 1499;?
26593;26594;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Provence-Alpes-Côte-Azur;36-45 ans;1500 a 1999;?
26595;26596;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Celibataire;Aquitaine;46-55 ans;2000 a 2999;?
26597;26598;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Corse;26-35 ans;1000 a 1499;?
26630;26631;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Rhône-Alpes;>66;manquant;?
26635;26636;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;18-25 ans;1500 a 1999;?
26641;26642;>11;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Basse-Normandie;26-35 ans;3000 a 3999;?
26650;26651;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;26-35 ans;1000 a 1499;?
26669;26670;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Bretagne;46-55 ans;1500 a 1999;?
26677;26678;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;NR;Basse-Normandie;36-45 ans;manquant;?
26680;26681;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Pays de Loire;>66;1500 a 1999;?
26702;26703;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;26-35 ans;manquant;?
26707;26708;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;NR;Provence-Alpes-Côte-Azur;46-55 ans;manquant;?
26710;26711;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Midi-Pyrenees;26-35 ans;1000 a 1499;?
26723;26724;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;26-35 ans;manquant;?
26735;26736;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Nord-Pas-de-Calais;56-65 ans;1500 a 1999;?
26751;26752;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;26-35 ans;1500 a 1999;?
26756;26757;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Lorraine;56-65 ans;manquant;?
26769;26770;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;36-45 ans;manquant;?
26810;26811;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;18-25 ans;1500 a 1999;?
26824;26825;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Provence-Alpes-Côte-Azur;>66;2000 a 2999;?
26831;26832;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Lorraine;46-55 ans;< 1000;?
26870;26871;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Celibataire;Corse;36-45 ans;1500 a 1999;?
26896;26897;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Provence-Alpes-Côte-Azur;18-25 ans;1000 a 1499;?
26933;26934;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Rhône-Alpes;46-55 ans;1500 a 1999;?
26972;26973;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Pays de Loire;36-45 ans;2000 a 2999;?
26983;26984;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Bretagne;36-45 ans;< 1000;?
26985;26986;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Bourgogne;18-25 ans;1000 a 1499;?
26992;26993;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Provence-Alpes-Côte-Azur;36-45 ans;2000 a 2999;?
27002;27003;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Champagne-Ardenne;46-55 ans;1500 a 1999;?
27010;27011;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Pays de Loire;26-35 ans;1000 a 1499;?
27028;27029;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;NR;Languedoc-Roussillon;56-65 ans;manquant;?
27031;27032;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Provence-Alpes-Côte-Azur;56-65 ans;2000 a 2999;?
27033;27034;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Bretagne;26-35 ans;1000 a 1499;?
27072;27073;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Rhône-Alpes;46-55 ans;2000 a 2999;?
27094;27095;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Nord-Pas-de-Calais;46-55 ans;2000 a 2999;?
27102;27103;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Midi-Pyrenees;36-45 ans;< 1000;?
27110;27111;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Champagne-Ardenne;46-55 ans;2000 a 2999;?
27136;27137;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;NR;Languedoc-Roussillon;26-35 ans;manquant;?
27152;27153;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Haute-Normandie;36-45 ans;manquant;?
27153;27154;<4;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Rhône-Alpes;26-35 ans;3000 a 3999;?
27154;27155;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Celibataire;Haute-Normandie;36-45 ans;1500 a 1999;?
27183;27184;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;26-35 ans;2000 a 2999;?
27192;27193;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Nord-Pas-de-Calais;26-35 ans;2000 a 2999;?
27207;27208;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Rhône-Alpes;36-45 ans;2000 a 2999;?
27213;27214;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Haute-Normandie;18-25 ans;manquant;?
27222;27223;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Pays de Loire;36-45 ans;1000 a 1499;?
27238;27239;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Provence-Alpes-Côte-Azur;56-65 ans;1500 a 1999;?
27241;27242;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Lorraine;36-45 ans;< 1000;?
27281;27282;>11;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;26-35 ans;2000 a 2999;?
27282;27283;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Rhône-Alpes;>66;< 1000;?
27292;27293;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Picardie;26-35 ans;2000 a 2999;?
27297;27298;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Nord-Pas-de-Calais;46-55 ans;manquant;?
27330;27331;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Haute-Normandie;46-55 ans;1500 a 1999;?
27335;27336;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Centre;36-45 ans;2000 a 2999;?
27355;27356;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Pays de Loire;46-55 ans;2000 a 2999;?
27362;27363;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Nord-Pas-de-Calais;36-45 ans;3000 a 3999;?
27386;27387;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Aquitaine;36-45 ans;1000 a 1499;?
27395;27396;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Nord-Pas-de-Calais;26-35 ans;1500 a 1999;?
27437;27438;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;36-45 ans;< 1000;?
27441;27442;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;ile-de-France;26-35 ans;1500 a 1999;?
27458;27459;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Champagne-Ardenne;26-35 ans;< 1000;?
27459;27460;>11;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Rhône-Alpes;46-55 ans;>4000;?
27461;27462;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;NR;Champagne-Ardenne;18-25 ans;manquant;?
27469;27470;<4;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Champagne-Ardenne;36-45 ans;2000 a 2999;?
27472;27473;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;26-35 ans;manquant;?
27475;27476;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Bretagne;46-55 ans;manquant;?
27477;27478;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Pays de Loire;36-45 ans;1000 a 1499;?
27491;27492;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;18-25 ans;2000 a 2999;?
27492;27493;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Basse-Normandie;26-35 ans;manquant;?
27505;27506;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Bourgogne;26-35 ans;manquant;?
27519;27520;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;18-25 ans;manquant;?
27520;27521;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;36-45 ans;1000 a 1499;?
27586;27587;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;NR;Pays de Loire;26-35 ans;manquant;?
27609;27610;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Provence-Alpes-Côte-Azur;56-65 ans;< 1000;?
27623;27624;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Franche-Comte;18-25 ans;manquant;?
27641;27642;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Corse;>66;3000 a 3999;?
27656;27657;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;ile-de-France;36-45 ans;manquant;?
27671;27672;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Rhône-Alpes;26-35 ans;2000 a 2999;?
27691;27692;>11;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Provence-Alpes-Côte-Azur;26-35 ans;2000 a 2999;?
27705;27706;>11;Referencement;Pas client ou ancien client;?;?;?;Locataire;NR;Bretagne;26-35 ans;manquant;?
27708;27709;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;26-35 ans;2000 a 2999;?
27730;27731;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;NR;Poitou-Charentes;18-25 ans;manquant;?
27734;27735;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;36-45 ans;1000 a 1499;?
27743;27744;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;NR;Provence-Alpes-Côte-Azur;36-45 ans;manquant;?
27758;27759;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Champagne-Ardenne;18-25 ans;1000 a 1499;?
27762;27763;>11;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;ile-de-France;46-55 ans;3000 a 3999;?
27802;27803;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Rhône-Alpes;18-25 ans;1000 a 1499;?
27816;27817;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Nord-Pas-de-Calais;26-35 ans;< 1000;?
27847;27848;5-10;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Celibataire;ile-de-France;56-65 ans;manquant;?
27861;27862;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Aquitaine;46-55 ans;manquant;?
27872;27873;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Corse;46-55 ans;2000 a 2999;?
27878;27879;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;26-35 ans;2000 a 2999;?
27879;27880;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Centre;56-65 ans;< 1000;?
27890;27891;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;36-45 ans;1000 a 1499;?
27918;27919;>11;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;ile-de-France;56-65 ans;>4000;?
27932;27933;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;26-35 ans;1000 a 1499;?
27959;27960;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;26-35 ans;1500 a 1999;?
27961;27962;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Midi-Pyrenees;46-55 ans;3000 a 3999;?
27970;27971;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Midi-Pyrenees;56-65 ans;3000 a 3999;?
27987;27988;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;NR;Nord-Pas-de-Calais;36-45 ans;manquant;?
27991;27992;<4;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Celibataire;Rhône-Alpes;46-55 ans;1500 a 1999;?
27994;27995;<4;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Celibataire;Franche-Comte;36-45 ans;3000 a 3999;?
28022;28023;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Picardie;36-45 ans;1000 a 1499;?
28026;28027;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Rhône-Alpes;46-55 ans;>4000;?
28043;28044;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Midi-Pyrenees;26-35 ans;1500 a 1999;?
28062;28063;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Pays de Loire;26-35 ans;1500 a 1999;?
28063;28064;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Nord-Pas-de-Calais;56-65 ans;2000 a 2999;?
28068;28069;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Provence-Alpes-Côte-Azur;36-45 ans;2000 a 2999;?
28074;28075;5-10;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Provence-Alpes-Côte-Azur;>66;2000 a 2999;?
28081;28082;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;46-55 ans;1500 a 1999;?
28091;28092;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;18-25 ans;manquant;?
28132;28133;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;NR;ile-de-France;36-45 ans;manquant;?
28137;28138;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Centre;46-55 ans;1000 a 1499;?
28140;28141;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Provence-Alpes-Côte-Azur;26-35 ans;manquant;?
28156;28157;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;NR;ile-de-France;36-45 ans;manquant;?
28182;28183;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Rhône-Alpes;46-55 ans;>4000;?
28197;28198;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Nord-Pas-de-Calais;26-35 ans;1000 a 1499;?
28210;28211;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Rhône-Alpes;26-35 ans;manquant;?
28222;28223;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;NR;Aquitaine;36-45 ans;manquant;?
28225;28226;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Nord-Pas-de-Calais;26-35 ans;1000 a 1499;?
28251;28252;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Pays de Loire;>66;2000 a 2999;?
28286;28287;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Bourgogne;26-35 ans;2000 a 2999;?
28305;28306;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;18-25 ans;manquant;?
28326;28327;>11;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Bretagne;26-35 ans;1000 a 1499;?
28327;28328;>11;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Auvergne;46-55 ans;< 1000;?
28341;28342;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Aquitaine;36-45 ans;manquant;?
28347;28348;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;NR;Haute-Normandie;36-45 ans;manquant;?
28351;28352;5-10;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Poitou-Charentes;36-45 ans;manquant;?
28365;28366;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;ile-de-France;46-55 ans;1500 a 1999;?
28369;28370;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;ile-de-France;56-65 ans;manquant;?
28385;28386;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;18-25 ans;3000 a 3999;?
28389;28390;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Rhône-Alpes;18-25 ans;2000 a 2999;?
28433;28434;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Nord-Pas-de-Calais;56-65 ans;1000 a 1499;?
28441;28442;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Poitou-Charentes;36-45 ans;1500 a 1999;?
28443;28444;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;NR;Nord-Pas-de-Calais;36-45 ans;manquant;?
28481;28482;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Basse-Normandie;26-35 ans;3000 a 3999;?
28487;28488;5-10;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Picardie;36-45 ans;3000 a 3999;?
28504;28505;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Rhône-Alpes;18-25 ans;1000 a 1499;?
28524;28525;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Poitou-Charentes;26-35 ans;manquant;?
28525;28526;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;26-35 ans;2000 a 2999;?
28538;28539;5-10;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Rhône-Alpes;36-45 ans;1000 a 1499;?
28595;28596;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Rhône-Alpes;26-35 ans;1000 a 1499;?
28606;28607;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Nord-Pas-de-Calais;26-35 ans;manquant;?
28607;28608;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;26-35 ans;3000 a 3999;?
28609;28610;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Bretagne;36-45 ans;>4000;?
28611;28612;>11;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Nord-Pas-de-Calais;56-65 ans;1000 a 1499;?
28617;28618;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Alsace;26-35 ans;manquant;?
28619;28620;<4;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Centre;36-45 ans;2000 a 2999;?
28625;28626;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Aquitaine;26-35 ans;2000 a 2999;?
28637;28638;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Champagne-Ardenne;18-25 ans;< 1000;?
28686;28687;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;18-25 ans;1000 a 1499;?
28687;28688;>11;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Languedoc-Roussillon;46-55 ans;3000 a 3999;?
28731;28732;>11;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Limousin;26-35 ans;1500 a 1999;?
28743;28744;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Provence-Alpes-Côte-Azur;36-45 ans;3000 a 3999;?
28750;28751;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;ile-de-France;26-35 ans;2000 a 2999;?
28754;28755;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;18-25 ans;1000 a 1499;?
28780;28781;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Haute-Normandie;36-45 ans;2000 a 2999;?
28786;28787;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Franche-Comte;26-35 ans;2000 a 2999;?
28816;28817;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;NR;Pays de Loire;46-55 ans;manquant;?
28842;28843;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;18-25 ans;1000 a 1499;?
28850;28851;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Poitou-Charentes;36-45 ans;1000 a 1499;?
28855;28856;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Languedoc-Roussillon;56-65 ans;< 1000;?
28873;28874;>11;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Celibataire;Franche-Comte;56-65 ans;manquant;?
28926;28927;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Auvergne;46-55 ans;3000 a 3999;?
28940;28941;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Aquitaine;18-25 ans;manquant;?
28950;28951;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Lorraine;18-25 ans;1500 a 1999;?
28956;28957;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;NR;Aquitaine;36-45 ans;manquant;?
28964;28965;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Aquitaine;56-65 ans;>4000;?
28994;28995;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Limousin;26-35 ans;manquant;?
29005;29006;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Centre;26-35 ans;manquant;?
29023;29024;>11;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;ile-de-France;46-55 ans;1500 a 1999;?
29027;29028;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Champagne-Ardenne;26-35 ans;1000 a 1499;?
29032;29033;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Pays de Loire;56-65 ans;1500 a 1999;?
29039;29040;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Aquitaine;26-35 ans;manquant;?
29042;29043;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Franche-Comte;36-45 ans;manquant;?
29044;29045;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Picardie;>66;2000 a 2999;?
29050;29051;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;56-65 ans;3000 a 3999;?
29056;29057;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Bourgogne;46-55 ans;< 1000;?
